2017-11-29 00:41:01,"b""RT @FatKidDeals: Vinyl Deals!\n\nOff the Wall - $10.75\nhttps://t.co/OAQt8rc9i7\n\nThriller - $19.98\nhttps://t.co/OfqoIGlRgT\n\nWhat's Going On -\xe2\x80\xa6"""
2017-11-29 00:40:52,"b'Try out the #TrendyTrade #DayTrading newsletter for free - by clicking here https://t.co/u3M4jNbvB9 $GE, $AMZN, $FB\xe2\x80\xa6 https://t.co/tzChz1lbAQ'"
2017-11-29 00:40:51,b'RT @colleenhoover: Congrats @E_L_James! Thank you for writing the books we have begged for! You listen. We read. I like this cycle. https:/\xe2\x80\xa6'
2017-11-29 00:40:51,"b'RT @NowPlayingPod: KINGSMAN: THE GOLDEN CIRCLE is out on VOD today!\n\nIf you missed our live show, our edited version of the show will be ou\xe2\x80\xa6'"
2017-11-29 00:40:51,"b""Find your happy place and...DON'T FORGET TO SMILE by #author Kathleen Gilles Seidel https://t.co/EO1HbmUYL8\xe2\x80\xa6 https://t.co/J5uN5qtLGV"""
2017-11-29 00:40:51,"b""Find your happy place and...DON'T FORGET TO SMILE by #author Kathleen Gilles Seidel https://t.co/go1ulnCjn4\xe2\x80\xa6 https://t.co/Sp2l9KS9UM"""
2017-11-29 00:40:48,b'RT @Benefry: James McCrone-\xe2\x80\x9cFaithless Elector\xe2\x80\x9d-The Bloody Election #thriller #political #IARTG @jamesmccrone4 https://t.co/ELNVtpwXfi https\xe2\x80\xa6'
2017-11-29 00:40:47,b'RT @charlesmilander: How to Easily Broadcast Multi-Camera Live Video for Facebook Live\nhttps://t.co/C107Kgm09W Start making money online. h\xe2\x80\xa6'
2017-11-29 00:40:44,b'RT @amazonmusic: Sometimes the power of soul is all you need to change the world. Remembering @JimiHendrix on his 75th birthday. #Hendrix75\xe2\x80\xa6'
2017-11-29 00:40:43,b'#ad DZDS.O Fox Tail Beginners Anal Plug Butt Plug for Men Women Erotic Anal Toy Fetish Games cosplay (RAINBOW) -\xe2\x80\xa6 https://t.co/XZZ5Y7vKQV'
2017-11-29 00:40:40,b'#Retweet #BestSellers  https://t.co/gx6hvoNCpi Best Sellers in Cell Phones and Accessories https://t.co/gFRIErO2fQ'
2017-11-29 00:40:39,"b'RT @veganfuture: New Vegan Book | Fuss-Free Vegan: 101 Everyday Comfort Food Favorites, Veganized https://t.co/395yx7X60D https://t.co/qare\xe2\x80\xa6'"
2017-11-29 00:40:36,b'RT @YahooFinance: Goldman Sachs just gave Amazon its most bullish price target yet $AMZN https://t.co/aL0bbx8DKe https://t.co/JoOYBnIpr3'
2017-11-29 00:40:35,b'RT @KenFry10: RT THE PATMOS ENIGMA \xf0\x9f\x94\x97 https://t.co/pRYj6Dtajb\n#Mustread UK #BESTSELLER\nFor readers of Dan Brown\n\n#FREE #KU\n#Mystery THRILLER\xe2\x80\xa6'
2017-11-29 00:40:35,b'RT @mehousdon: #AAPub Love on the Fast Track https://t.co/g7AXTdi0A5 by @JulietteHill1 #SecondChance #Romance #Feedart #tw4rw https://t.co/\xe2\x80\xa6'
2017-11-29 00:40:34,"b'RT @vnyldig: Depeche Mode The Best Of Volume 1, triple #vinyl https://t.co/gcTTvuBnkv https://t.co/q4TscJvme0'"
2017-11-29 00:40:31,b'RT @charlesmilander: The 7 Most Common Concerns of SEO Newcomers\nhttps://t.co/sN27nazp6x Start making money on  socialmedia. https://t.co/g\xe2\x80\xa6'
2017-11-29 00:40:30,"b'Eric Ries\' seminal book ""The Lean Startup"": https://t.co/tbSsmcUTJY  #agile #leanstartup'"
2017-11-29 00:40:29,b'I found a nice deal on Amazon. 25% OFF coupon O5Q9TJLH for Baking Sheet Set. https://t.co/baQBLhHeA3 https://t.co/AV50kEqnaM #giveaway'
